"xseconds,"rate"
"5:","450"
"10:","399"
"15:","338"
"20:","281"
"25:","226"
"30:","224"
"35:","221"
"40:","220"
"45:","222"
"50:","215"
"55:","212"
"60:","223"
"65:","223"
"70:","213"
"75:","206"
"80:","204"
"85:","205"
"90:","205"
"95:","202"
"100:","201"
"105:","205"
"110:","205"
"115:","196"
"120:","196"
"125:","165"
"130:","194"
"135:","192"
"140:","205"
"145:","204"
"150:","205"
"155:","196"
"160:","175"
"165:","193"
"170:","184"
"175:","196"
"180:","204"
"185:","198"
"190:","192"
"195:","186"
"200:","184"
"205:","189"
"210:","191"
"215:","185"
"220:","198"
"225:","204"
"230:","192"
"235:","191"
"240:","229"
