"xseconds,"rate"
"5:","264"
"10:","219"
"15:","184"
"20:","184"
"25:","182"
"30:","183"
"35:","185"
"40:","176"
"45:","180"
"50:","184"
"55:","184"
"60:","160"
"65:","147"
"70:","146"
"75:","147"
"80:","146"
"85:","146"
"90:","144"
"95:","147"
"100:","147"
"105:","136"
"110:","141"
"115:","119"
"120:","140"
"125:","137"
"130:","145"
"135:","147"
"140:","146"
"145:","139"
"150:","124"
"155:","143"
"160:","129"
"165:","144"
"170:","145"
"175:","142"
"180:","133"
"185:","137"
"190:","131"
"195:","132"
"200:","142"
"205:","131"
"210:","145"
"215:","146"
"220:","138"
"225:","138"
"230:","168"
"235:","221"
"240:","273"
